id;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;target
1641;1;0,2383;2;1;1;1;1;1;1;1;0;3;3;3;3;1;1;1;1;1;46;2500;1;1;1;10;1;36;32;0,0001;0
1642;19;573,0433;2;1;1;1;1;1;1;1;8;2;2;2;2;1;1;1;1;1;42;4334;1;1;1;7;1;12;12;10,8643;1
1643;1;338,001;5;1;1;2;1;1;1;1;0;5;5;5;5;1;1;1;1;1;47;3513;1;1;1;8;1;16;11;17,9125;0
1644;1;9,2721;2;2;2;4;2;3;2;1;67;2;2;7;7;1;1;1;1;1;44;5833;1;1;1;13;1;36;14;22,1853;0
1645;27;29,9048;2;1;1;1;1;2;1;1;0;2;2;2;3;1;1;1;1;1;59;5000;1;1;1;10;1;24;16;60,9934;0
1646;12;1,1063;1;1;1;1;1;1;1;1;14;1;2;2;2;1;1;1;1;1;34;3142;1;1;1;7;1;36;16;25,0816;1
1647;1;0,0159;2;1;1;1;1;1;1;1;16;7;7;7;7;1;1;1;1;1;44;5200;1;1;1;8;1;66;10;4,3513;0
1648;1;436,5755;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;46;2500;1;1;1;9;1;60;32;2,0462;0
1649;1;61,7894;2;1;3;3;3;1;2;1;0;2;2;2;2;1;1;1;1;1;60;3333;1;1;1;10;1;60;24;12,1479;0
1650;67;36,4403;2;1;1;3;2;2;1;1;8;2;2;2;2;1;1;1;1;1;44;2711;1;1;1;6;1;36;15;171,7226;1
1651;2;8,772;1;2;1;1;1;1;2;1;0;1;1;4;4;1;2;1;1;1;45;2252;1;1;1;10;1;60;22;7,3332;0
1652;11;1306,0396;3;1;1;1;1;1;1;1;17;3;3;3;3;1;1;1;1;1;53;5833;1;1;1;7;1;60;14;29,1622;0
1653;9;42,2383;1;1;3;3;3;2;1;1;0;1;1;1;1;1;1;1;1;1;56;4876;1;1;1;12;1;60;10;10,3311;0
1654;1;0,0219;2;1;1;3;2;2;1;1;10841;9;11;18;18;1;1;1;1;1;36;3792;1;1;1;12;1;24;13;4,833;0
1655;2;23,8914;2;1;2;4;3;3;2;1;213;2;2;2;5;1;1;1;1;1;30;4302;1;1;1;7;1;22;19;10,7651;0
1656;2;0,0213;1;2;1;2;1;2;1;1;30;11;12;12;12;1;1;1;1;1;47;3251;1;1;1;7;1;24;18;0,0002;0
1657;1;185,2469;4;1;2;2;1;1;1;1;0;4;4;4;4;1;1;1;1;1;48;2500;1;1;1;11;1;10;20;0,0001;0
1658;1;0,2785;1;1;1;1;1;1;2;1;6;2;2;2;2;1;1;1;1;1;33;4876;1;1;1;10;1;12;10;0,0001;0
1659;36;727,3065;5;1;1;1;1;1;1;1;8;5;5;5;5;1;1;1;1;1;44;5418;1;1;1;12;1;60;9;20,6852;0
1660;1;172,5595;5;1;1;3;2;1;1;1;0;5;5;5;5;1;1;1;1;1;51;3500;1;1;1;12;1;72;14;4,5271;0
1661;9;19,7427;1;1;1;1;1;2;1;1;0;1;1;1;2;1;1;1;1;1;47;4009;1;1;1;10;1;36;20;161,1241;0
1662;22;98,0263;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;34;2500;1;1;1;10;1;6;20;86,2372;0
1663;3;61,1017;1;1;2;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;39;3927;1;1;1;5;1;12;13;157,0042;0
1664;19;22,0359;1;2;1;3;2;3;1;1;13;1;1;1;3;1;1;1;1;1;58;3792;1;1;1;14;1;36;13;121,6203;0
1665;24;17,6474;2;1;2;4;2;3;1;1;10;2;2;2;3;1;1;1;1;1;40;2200;1;1;1;6;1;6;23;161,2087;0
1666;1;0,0113;2;1;1;1;1;1;1;1;8;3;4;4;4;1;1;1;1;1;34;3500;1;1;1;6;1;24;23;0,0002;0
1667;1;61,0675;5;1;1;3;1;1;1;1;8;5;5;5;5;1;1;1;1;1;34;3929;1;1;1;9;1;60;13;4,4587;1
1668;1;91,197;5;1;1;3;2;1;1;1;0;5;5;5;5;1;1;1;1;1;36;3600;1;1;1;12;1;60;14;6,8874;0
1669;1;10,337;1;1;2;2;2;2;1;1;48;1;1;6;6;1;1;1;1;1;58;3251;1;1;1;6;1;36;25;10,1529;0
1670;1;23,78;2;1;2;2;2;2;1;1;49;2;2;2;8;1;1;1;1;1;45;6455;1;1;1;10;1;24;8;4,441;0
1671;1;0,217;1;1;1;1;1;3;1;1;35;3;3;3;11;1;1;1;1;1;41;4876;1;1;1;9;1;24;10;3,6858;1
1672;1;38,6224;6;2;1;3;2;2;1;1;0;6;6;6;6;1;1;1;1;1;59;5250;1;1;1;10;1;48;10;154,3459;0
1673;1;33,2671;1;1;2;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;46;5418;1;1;1;10;1;24;11;0,0002;0
1674;2;40,8913;2;1;2;1;1;1;0;1;0;2;2;2;2;1;1;1;1;1;30;4167;1;1;1;10;1;6;19;19,888;1
1675;2;27,985;3;1;1;1;1;3;0;1;11;3;3;3;14;1;1;1;1;1;39;2208;1;1;1;7;1;12;23;0,0002;0
1676;1;33,1121;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;47;3500;1;1;1;12;1;24;23;25,3876;0
1677;2;71,0983;1;1;1;2;1;1;2;1;0;1;1;1;1;1;3;1;1;1;43;3792;1;1;1;8;1;60;13;3,118;1
1678;1;16,829;2;1;1;1;1;1;1;1;8;2;2;2;3;1;1;1;1;1;39;3792;1;1;1;13;1;127;13;8,5579;0
1679;1;569,1277;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;41;4516;1;1;1;8;1;6;9;28,784;0
1680;2;0,2001;1;1;2;4;3;4;2;1;0;5;5;5;17;1;1;1;1;1;37;3251;1;1;1;8;1;24;15;20,2224;0
1681;3;223,9715;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;51;3929;1;1;1;10;1;60;13;25,4146;0
1682;1;93,2849;6;1;1;1;1;1;1;1;0;6;6;6;6;1;1;1;1;1;51;3010;1;1;1;10;1;36;13;2,9448;0
1683;1;1,2432;1;1;1;2;2;3;1;1;0;1;2;2;3;1;1;1;1;1;42;6400;1;1;1;12;1;25;13;11,3852;1
1684;1;0,0543;1;1;1;6;5;4;1;1;160;2;2;2;3;1;1;1;1;1;41;3901;1;1;1;10;1;60;13;2,4349;0
1685;1;34,7182;1;1;1;2;2;2;2;1;0;1;1;1;1;1;1;1;1;1;59;5000;1;1;1;12;1;60;16;1,5234;0
1686;1;27,134;1;1;1;2;2;4;1;1;0;1;1;1;3;1;1;1;1;1;42;3625;1;1;1;10;1;24;14;155,7944;1
1687;1;17,9845;1;1;1;8;2;2;1;1;0;1;1;1;8;1;1;1;1;1;33;3792;1;1;1;10;1;24;21;0,0001;0
1688;2;5,679;4;1;1;1;1;2;1;1;67;4;6;6;10;1;1;1;1;1;49;5000;1;1;1;6;1;12;16;36,8565;0
1689;21;0,0483;1;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;39;3929;1;1;1;13;1;60;13;33,6226;0
1690;1;166,0505;2;1;1;2;1;1;2;1;0;2;2;2;2;1;1;1;1;1;58;4167;1;1;1;12;1;99;19;0,0002;0
1691;2;20,6709;2;1;2;1;1;3;1;1;14;2;2;2;4;1;1;1;1;1;49;4878;1;1;1;12;1;60;10;1,8214;1
1692;7;33,8783;2;1;1;1;1;2;1;1;8;2;2;2;2;1;1;1;1;1;38;3927;1;1;1;9;1;60;13;138,3114;0
1693;1;4,3863;2;1;1;1;1;1;1;1;0;2;3;3;3;1;1;1;1;1;49;6500;1;1;1;10;1;60;12;0,0001;0
1694;1;1249,3957;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;30;2900;1;1;1;9;1;8;17;43,3234;0
1695;1;1,0159;1;1;1;1;1;2;1;1;18;1;2;2;4;1;1;1;1;1;30;3500;1;1;1;10;1;24;14;6,9489;0
1696;5;0,3674;1;1;1;2;2;5;1;1;18;3;4;4;5;1;1;1;1;1;45;4117;1;1;1;9;1;36;12;68,1342;0
1697;1;108,4388;1;1;1;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;38;2384;1;1;1;12;1;12;21;7,0603;0
1698;1;5,2652;1;3;3;2;1;1;1;1;11;1;3;3;3;1;2;1;1;1;48;2500;1;1;1;10;1;48;16;0,0001;0
1699;1;3,8663;1;1;2;2;2;4;1;1;25;1;2;2;5;1;1;1;1;1;28;2500;1;1;1;10;1;12;32;0,0001;0
1700;8;0,1059;1;1;1;3;1;3;1;1;0;21;25;25;25;1;1;1;1;1;38;2761;1;1;1;7;1;13;18;45,4467;0
1701;38;295,9044;4;1;1;2;2;1;1;1;0;4;4;4;4;1;1;1;1;1;27;3650;1;1;1;9;1;60;14;12,7523;0
1702;1;89,109;1;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;60;4334;1;1;1;7;1;31;18;0,0001;0
1703;1;15,1775;1;1;2;1;1;2;1;1;0;1;1;1;2;1;1;1;1;1;34;3000;1;1;1;10;1;12;27;0,0001;0
1704;9;21,3982;1;1;1;1;1;2;1;1;52;1;1;1;2;1;1;1;1;1;37;4109;1;1;1;9;1;24;12;90,7166;1
1705;83;21,3678;3;2;2;3;2;2;2;1;0;3;3;3;10;1;1;1;1;1;33;2501;1;1;1;11;1;24;24;10,7913;1
1706;1;0,0438;1;1;1;2;1;2;1;1;0;11;11;11;11;1;1;1;1;1;49;3638;1;1;1;12;1;60;11;4,3602;0
1707;1;22,0523;7;1;1;1;1;2;1;1;0;7;7;7;8;1;1;1;1;1;47;3500;1;1;1;12;1;60;14;0,0001;0
1708;23;0,3272;1;1;1;1;1;1;1;1;0;7;7;7;7;1;1;1;1;1;43;4182;1;1;1;10;1;60;19;89,2836;0
1709;15;532,8365;4;1;1;1;1;1;1;1;0;4;4;4;4;1;1;1;1;1;41;2509;1;1;1;12;1;24;32;15,9424;0
1710;2;0,028;1;2;2;2;1;1;2;1;0;2;2;2;2;1;1;1;1;1;51;3625;1;1;1;11;1;60;22;0,0001;0
1711;1;32,1147;4;1;1;2;1;1;1;1;0;4;4;4;4;1;1;1;1;1;36;5853;1;1;1;10;1;36;14;0,0001;1
1712;1;23,5308;1;1;3;3;2;3;1;1;11;1;1;1;11;1;1;1;1;1;48;4684;1;1;1;10;1;99;13;0,0001;0
1713;1;172,5323;7;1;1;2;1;1;1;1;1;7;7;7;7;1;1;1;1;1;60;3034;1;1;1;6;1;36;16;85,9411;0
1714;1;6,4324;1;1;1;1;1;2;1;1;0;1;2;2;2;1;1;1;1;1;41;2500;1;1;1;10;1;69;32;11,1639;0
1715;30;72,8758;1;2;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;48;3792;1;1;1;7;1;24;11;14,1725;0
1716;1;33,2945;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;40;5000;1;1;1;12;1;36;10;4,4633;0
1717;12;14,0819;1;1;1;1;1;3;1;1;59;1;1;1;4;1;1;1;1;1;42;2384;1;1;1;9;1;36;21;6,1285;0
1718;61;8,0382;1;1;2;1;1;2;1;1;43;1;1;6;6;1;1;1;1;1;47;5000;1;1;1;12;1;60;10;36,3434;0
1719;1;3,1548;4;1;1;1;1;2;1;1;67;4;5;5;6;1;1;1;1;1;45;4182;1;1;1;7;1;36;19;0,0002;0
1720;2;0,3993;1;2;2;2;1;2;1;1;8;16;16;16;16;1;1;1;1;1;40;3250;1;1;1;7;1;36;25;0,0002;0
1721;1;127,5975;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;41;4014;1;1;1;10;1;63;10;0,0001;0
1722;1;43,3493;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;44;2625;1;1;1;12;1;60;30;7,0358;0
1723;1;13,3358;2;2;2;4;3;2;1;1;0;2;2;3;3;1;1;1;1;1;32;3200;1;1;1;13;1;36;25;0,0001;1
1724;1;201,9427;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;54;3010;1;1;1;8;1;60;27;7,9875;0
1725;2;47,1138;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;53;2500;1;1;1;10;1;60;20;6,9055;0
1726;8;6,4689;1;2;5;4;5;4;6;1;10;1;11;13;13;1;2;1;1;1;33;2200;1;1;1;9;1;63;18;74,074;1
1727;1;60,4641;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;38;3500;1;1;1;10;1;48;14;70,788;0
1728;2;0,106;1;1;2;2;1;2;1;1;3;3;3;3;3;1;1;1;1;1;40;4336;1;1;1;12;1;60;12;0,0001;0
1729;8;103,4721;1;1;2;3;2;1;1;1;0;1;1;1;1;1;1;1;1;1;46;3500;1;1;1;6;1;99;23;73,3883;0
1730;17;20,8015;1;1;2;1;1;2;1;1;0;1;1;1;4;1;1;1;1;1;49;4182;1;1;1;13;1;60;19;22,2937;0
1731;70;61,6839;5;1;2;3;1;1;1;1;0;5;5;5;5;1;2;1;1;1;57;3250;1;1;1;10;1;108;15;19,9525;0
1732;1;73,057;1;1;1;3;2;1;1;1;0;1;1;1;1;1;1;1;1;1;31;2709;1;1;1;12;1;6;22;0,0001;0
1733;45;0,7818;1;1;1;1;1;2;1;1;0;2;2;2;2;1;2;1;1;1;43;3010;1;1;1;6;1;6;17;153,5607;1
1734;29;6,906;2;3;2;2;2;7;1;1;13;2;9;14;20;1;1;1;1;1;56;2817;1;1;1;10;1;12;18;22,7959;0
1735;10;84,061;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;39;4551;1;1;1;12;1;60;11;24,7787;0
1736;6;38,0761;1;1;5;4;2;2;2;1;0;1;1;1;1;1;2;1;1;1;51;2509;1;1;1;11;1;22;16;2,0462;0
1737;1;4,87;2;2;1;3;2;1;1;1;24;2;20;20;20;1;1;1;1;1;42;4013;1;1;1;10;1;36;12;4,8594;1
1738;1;195,092;2;1;1;2;2;1;1;1;8;2;2;2;2;1;1;1;1;1;33;2709;1;1;1;8;1;36;18;171,8228;0
1739;70;5,8933;3;1;4;5;2;1;2;1;8;3;5;5;5;1;1;1;1;1;60;2711;1;1;1;10;1;60;18;6,3376;0
1740;1;0,023;1;1;1;2;1;2;1;1;117;2;4;5;5;1;1;1;1;1;48;3251;1;1;1;12;1;60;15;3,1593;0
1741;1;178,8057;2;1;1;1;1;1;1;1;8;2;2;2;2;1;1;1;1;1;44;2600;1;1;1;12;1;36;19;0,0001;0
1742;2;0,9543;1;3;1;4;3;2;0;1;40;2;2;2;3;1;1;1;1;1;43;2800;1;1;1;9;1;24;18;8,8762;1
1743;1;814,6632;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;34;3010;1;1;1;10;1;10;17;0,0001;0
1744;1;13,8342;1;1;2;2;1;1;1;1;0;1;1;5;5;1;1;1;1;1;48;2200;1;1;1;11;1;12;27;3,7275;0
1745;4;0,0829;1;1;1;1;1;3;1;1;4;4;4;5;8;1;1;1;1;1;45;2501;1;1;1;9;1;12;20;97,4341;0
1746;1;15,975;6;2;2;4;3;2;1;1;8;6;6;6;7;1;1;1;1;1;38;4336;1;1;1;12;1;12;12;6,4059;0
1747;1;0,183;1;1;1;1;1;4;1;1;185;2;8;8;8;1;1;1;1;1;27;4000;1;1;1;7;1;18;12;5,1209;0
1748;1;47,1224;5;1;1;4;1;3;0;1;0;5;5;5;5;1;1;1;1;1;38;3764;1;1;1;9;1;72;16;6,0355;0
1749;20;2,16;2;1;1;2;1;2;1;1;67;2;3;3;3;1;1;1;1;1;49;3333;1;1;1;9;1;36;15;24,7298;0
1750;1;13,5114;2;1;1;5;3;3;2;1;0;2;2;3;23;1;1;1;1;1;39;2208;1;1;1;10;1;14;18;0,0002;0
1751;1;0,0401;1;1;2;2;1;2;1;1;5;4;4;4;4;1;1;1;1;1;36;5251;1;1;1;12;1;48;10;6,4233;0
1752;63;1,4121;1;1;1;3;1;2;1;1;17;1;2;2;2;1;1;1;1;1;57;3513;1;1;1;10;1;6;14;173,8626;0
1753;1;3,2457;1;1;1;1;1;1;1;1;10;1;4;4;4;1;1;1;1;1;34;2761;1;1;1;10;1;60;14;0,0002;1
1754;61;0,0556;1;1;1;1;1;2;1;1;16;24;26;26;26;1;1;1;1;1;37;4334;1;1;1;10;1;24;12;183,9756;0
1755;2;3,8406;2;1;2;4;1;5;2;1;33;2;13;23;23;1;1;1;1;1;49;3251;1;1;1;10;1;60;15;0;0
1756;3;467,1276;5;1;1;1;1;1;1;1;8;5;5;5;5;1;1;1;1;1;54;3792;1;1;1;14;1;99;13;12,2201;0
1757;11;75,0765;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;48;5000;1;1;1;13;1;72;16;17,6645;0
1758;71;0,8213;1;1;1;1;1;3;1;1;0;4;4;4;4;1;1;1;1;1;44;5017;1;1;1;9;1;48;8;167,9528;0
1759;1;0,8423;1;1;1;1;1;1;1;1;8;2;2;2;2;1;1;1;1;1;47;4333;1;1;1;10;1;24;12;15,4997;0
1760;1;0,9989;5;1;1;1;1;2;1;1;0;7;8;8;8;1;1;1;1;1;43;2500;1;1;1;12;1;24;16;3,0592;0
1761;27;14,9973;1;2;1;3;1;3;1;1;0;1;1;1;13;1;1;1;1;1;47;2436;1;1;1;8;1;14;41;7,126;1
1762;69;0,0816;1;1;1;1;1;1;1;1;0;5;5;5;5;1;1;1;1;1;39;5000;1;1;1;12;1;36;16;15,4261;0
1763;5;5,147;1;1;2;4;4;2;1;1;0;1;2;7;7;1;1;1;1;1;48;3489;1;1;1;8;1;10;14;20,0388;0
1764;3;1,3217;1;1;1;2;1;6;1;1;9;1;3;9;9;1;1;1;1;1;35;3625;1;1;1;8;1;60;14;123,0471;0
1765;1;0,1534;5;1;1;1;1;1;1;1;8;7;7;7;7;1;1;1;1;1;57;3500;1;1;1;8;1;36;14;0,0001;0
1766;65;9,384;2;1;1;3;2;2;1;1;0;2;2;8;8;1;1;1;1;1;53;2383;1;1;1;12;1;25;17;13,5779;0
1767;11;31,9076;3;1;2;3;3;2;0;1;0;3;3;3;3;1;1;1;1;1;34;2500;1;1;1;12;1;10;16;36,0664;0
1768;1;0,0136;2;2;1;1;1;2;1;1;9;4;5;5;5;1;2;1;1;1;47;3500;1;1;1;8;1;12;14;0,0002;0
1769;1;155,0325;1;1;2;2;2;1;2;1;0;1;1;1;1;1;1;1;1;1;38;3500;1;1;1;10;1;10;14;57,2936;0
1770;1;68,0537;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;59;5418;1;1;1;8;1;24;13;5,8233;1
1771;1;0,8417;1;1;1;2;1;1;1;1;0;8;8;8;8;1;1;1;1;1;41;3000;1;1;1;9;1;6;27;0,0001;0
1772;9;11,8564;1;1;2;1;1;2;1;1;0;1;1;2;2;1;1;1;1;1;37;2980;1;1;1;10;1;12;17;149,2203;0
1773;3;5,1684;1;1;5;1;1;1;1;1;10;1;5;8;8;1;1;1;1;1;58;4334;1;1;1;9;1;60;12;77,3559;0
1774;32;1,8911;1;1;1;2;1;5;1;1;62;1;3;4;15;1;1;1;1;1;44;3251;1;1;1;7;1;12;15;17,7203;0
1775;1;29,875;1;1;3;3;2;2;1;1;8;1;1;1;3;1;1;1;1;1;33;3792;1;1;1;10;1;36;13;2,4659;0
1776;8;58,3617;1;1;2;2;2;2;1;1;0;1;1;1;1;1;2;1;1;1;39;5017;1;1;1;10;1;12;10;10,4812;0
1777;2;10,0782;1;1;2;1;1;2;1;1;16;1;1;2;4;1;1;1;1;1;39;3000;1;1;1;6;1;24;17;0,0001;0
1778;1;0,1273;2;2;1;3;3;5;2;1;599;7;12;12;41;1;1;1;1;1;51;3500;1;1;1;9;1;25;14;0,0001;0
1779;1;5,4408;2;2;2;2;2;2;2;1;15;2;19;19;25;1;1;1;1;1;47;3000;1;1;1;9;1;12;17;6,9949;1
1780;1;0,0656;1;1;1;1;1;2;1;1;38;2;2;3;3;1;1;1;1;1;34;2208;1;1;1;10;1;60;18;0,0001;0
1781;1;64,1535;1;1;3;3;3;1;1;1;0;1;1;1;1;1;1;1;1;1;33;3359;1;1;1;10;1;24;24;7,7173;0
1782;1;195,7656;4;2;1;1;1;1;2;1;0;4;4;4;4;1;2;1;1;1;55;3500;1;1;1;7;1;24;23;1,3866;0
1783;2;1100,4673;5;1;1;1;1;1;1;1;0;5;5;5;5;1;1;1;1;1;32;6500;1;1;1;8;1;12;11;128,8711;0
1784;2;4,8677;4;1;3;5;1;5;1;1;61;4;5;5;7;1;1;1;1;1;44;5000;1;1;1;10;1;36;10;14,1052;1
1785;67;15,9113;1;1;1;2;2;2;1;1;0;1;1;1;4;1;1;1;1;1;44;3927;1;1;1;13;1;12;13;22,8892;0
1786;2;0,0377;1;1;2;5;1;1;2;1;0;4;4;4;4;1;1;1;1;1;59;2208;1;1;1;10;1;48;18;7,1574;0
1787;2;3,1906;1;1;1;2;2;2;1;1;0;1;3;3;3;1;1;1;1;1;57;3251;1;1;1;10;1;36;15;9,0473;0
1788;3;8,1509;1;1;1;1;1;1;1;1;3;1;1;3;3;1;1;1;1;1;42;5147;1;1;1;10;1;12;10;25,119;0
1789;1;0,12;1;1;2;4;4;3;2;1;0;2;2;2;7;1;1;1;1;1;32;3624;1;1;1;10;1;12;14;0;0
1790;25;1,4209;1;1;1;3;3;2;1;1;0;1;6;6;6;1;1;1;1;1;33;2208;1;1;1;6;1;24;36;99,3041;0
1791;2;56,2022;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;43;4334;1;1;1;10;1;127;12;0,0001;0
1792;47;370,3177;3;1;1;1;1;1;1;1;8;3;3;3;3;1;1;1;1;1;36;2709;1;1;1;10;1;24;18;22,7276;0
1793;1;2,4549;1;1;1;1;1;2;1;1;107;1;2;2;2;1;1;1;1;1;28;3625;1;1;1;9;1;60;14;0,0002;0
1794;1;48,4929;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;54;3346;1;1;1;10;1;108;24;8,1469;0
1795;1;72,6956;5;1;1;1;1;1;1;1;307;5;5;5;5;1;1;1;1;1;47;3625;1;1;1;10;1;60;14;7,4116;0
1796;1;7,8824;5;1;1;1;1;1;1;1;5;5;5;8;8;1;1;1;1;1;34;2200;1;1;1;12;1;60;32;0,0002;0
1797;1;0,0307;1;1;2;2;2;2;2;1;215;6;16;16;16;1;1;1;1;1;57;2208;1;1;1;7;1;6;23;21,8592;0
1798;7;9,01;3;1;1;1;1;2;0;1;0;3;3;4;4;1;1;1;1;1;47;3625;1;1;1;10;1;60;22;120,7215;0
1799;1;923,993;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;35;2709;1;1;1;10;1;12;30;8,9865;0
1800;1;2,376;1;1;1;3;2;3;1;1;50;1;9;9;9;1;1;1;1;1;37;4334;1;1;1;12;1;6;12;6,4036;0
1801;1;21,8097;5;2;2;6;5;7;2;1;15;5;5;5;7;1;1;1;1;1;40;3000;1;1;1;10;1;24;17;0,0002;0
1802;1;0,4201;3;1;2;4;2;3;2;1;0;9;9;9;9;1;1;1;1;1;47;2258;1;1;1;10;1;24;22;7,5633;0
1803;12;13,1196;2;1;1;1;1;4;1;1;20;2;2;3;10;1;1;1;1;1;41;6020;1;1;1;8;1;60;12;47,7457;0
1804;1;0,2584;1;1;1;1;1;3;1;1;0;2;17;17;17;1;1;1;1;1;36;3253;1;1;1;9;1;36;15;6,0414;0
1805;14;23,259;1;1;1;1;1;2;1;1;70;1;1;1;2;1;1;1;1;1;54;2713;1;1;1;12;1;60;15;33,4409;0
1806;1;325,1995;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;39;4013;1;1;1;9;1;72;20;0,0001;0
1807;1;10,4533;2;1;1;3;2;2;2;1;0;2;2;7;7;1;1;1;1;1;50;3792;1;1;1;13;1;24;13;2,2007;0
1808;1;0,2696;1;1;1;2;2;3;1;1;9;2;2;4;4;1;1;1;1;1;39;3500;1;1;1;12;1;36;14;6,2723;0
1809;1;5,46;1;1;1;2;1;2;1;1;13;1;2;2;2;1;2;1;1;1;43;5001;1;1;1;7;1;36;10;2,2389;0
1810;8;0,0192;1;1;4;2;1;1;1;1;22;8;8;8;8;1;1;1;1;1;32;4800;1;1;1;13;1;56;21;30,7891;0
1811;8;6,9998;3;1;1;1;1;2;1;1;0;3;4;10;10;1;1;1;1;1;51;3000;1;1;1;7;1;96;13;5,8166;0
1812;1;4,1424;1;2;1;1;1;2;1;1;0;1;6;6;6;1;2;1;1;1;32;2410;1;1;1;12;1;6;21;4,441;1
1813;1;20,8993;1;1;2;5;3;4;2;1;0;1;1;1;7;1;1;1;1;1;34;4516;1;1;1;9;1;21;9;0,0002;0
1814;1;82,31;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;52;5688;1;1;1;10;1;99;18;3,4202;0
1815;1;3,0844;1;1;1;1;1;5;2;1;0;1;3;5;15;1;1;1;1;1;39;3010;1;1;1;6;1;48;13;10,4005;0
1816;27;3,8642;1;1;1;2;2;2;1;1;0;1;2;2;2;1;1;1;1;1;31;3625;1;1;1;10;1;60;22;5,4006;0
1817;74;24,4015;4;1;2;2;2;3;1;1;0;4;4;4;11;1;1;1;1;1;35;2750;1;1;1;12;1;48;29;19,163;0
1818;1;2,1787;1;1;2;3;3;3;1;1;0;1;2;2;2;1;1;1;1;1;36;3764;1;1;1;12;1;16;21;0,0001;1
1819;47;2,4311;1;3;1;5;4;5;2;1;17;1;2;2;2;1;3;1;1;1;53;2934;1;1;1;12;1;60;17;6,3483;0
1820;1;450,5406;4;1;1;1;1;1;1;1;0;4;4;4;4;1;1;1;1;1;44;3513;1;1;1;10;1;6;23;20,9707;0
1821;1;25,4501;2;1;1;1;1;2;1;1;0;2;2;2;9;1;1;1;1;1;30;2501;1;1;1;9;1;36;20;6,5472;0
1822;7;7,4186;1;1;1;3;1;3;1;1;0;1;1;5;5;1;1;1;1;1;45;5000;1;1;1;10;1;6;12;5,1431;0
1823;5;0,0768;1;1;1;1;1;2;1;1;0;3;4;4;8;1;1;1;1;1;38;3800;1;1;1;10;1;7;13;0,0002;0
1824;1;0,1022;2;1;2;3;1;2;1;1;15;5;5;11;12;1;1;1;1;1;29;3000;1;1;1;10;1;12;17;23,2925;1
1825;1;17,3838;1;1;1;2;2;1;1;1;0;1;1;1;2;1;1;1;1;1;41;5017;1;1;1;12;1;36;16;4,1643;0
1826;1;1,3776;1;3;1;1;1;2;1;1;17;1;4;4;4;1;3;1;1;1;48;3500;1;1;1;10;1;18;14;128,7182;1
1827;1;21,4916;4;1;1;1;1;2;1;1;0;4;4;4;5;1;1;1;1;1;56;6500;1;1;1;10;1;48;8;2,9293;0
1828;21;0,0144;1;2;2;10;3;6;2;1;13;8;15;15;15;1;1;1;1;1;30;3625;1;1;1;8;1;60;14;125,1717;0
1829;67;9,3372;3;1;2;2;2;3;0;1;8;3;3;6;12;1;1;1;1;1;42;3524;1;1;1;10;1;24;14;28,3589;0
1830;28;231,3772;4;1;1;2;2;1;1;1;0;4;4;4;4;1;1;1;1;1;28;3500;1;1;1;9;1;6;14;17,2578;0
1831;8;45,6188;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;46;4013;1;1;1;12;1;24;10;20,1563;0
1832;1;4,1526;6;1;1;1;1;1;0;1;8;6;7;7;7;1;1;1;1;1;52;3359;1;1;1;10;1;60;15;0,0001;0
1833;30;0,739;1;1;1;2;2;2;1;1;8;12;17;17;17;1;1;1;1;1;44;3261;1;1;1;9;1;24;12;17,1675;0
